t_s,I_A,P_device_W,V_V,SOC,T_C
9401.0,1.468842556440243,5.092728862481811,3.471706261301289,0.11684680703958071,33.32375675060268
9402.0,1.5456167598214836,5.365927382644455,3.469243214737911,0.1167394725423709,33.32540289983564
9403.0,1.3726388776690035,4.762018112638652,3.4739628291610694,0.11664415039808833,33.32261389773481
9404.0,1.399862153426951,4.863069086954598,3.473066171262842,0.11654693774854478,33.32056732927964
9405.0,1.5236455691945512,5.291721883364113,3.4693135861355664,0.11644112902846183,33.32167689341253
9406.0,1.6127786288679846,5.5952348085607895,3.4664105611919944,0.11632913051256824,33.32503751434905
9407.0,1.5164631862961098,5.256684004635698,3.468805111857397,0.11622382056907546,33.32587949572729
9408.0,1.4575862372780402,5.0560825908430544,3.4702346429393383,0.11612259930259781,33.32523823792479
9409.0,1.4839882461852965,5.149787421627007,3.4692535278168997,0.11601954456327937,33.325286047575275
9410.0,1.3763415217491404,4.7748776798090855,3.472144931690466,0.11592396529093568,33.3225911692229
9411.0,1.5354643031306188,5.331354597906611,3.4673941193262126,0.1158173358254405,33.323986091248514
9412.0,1.5616049783660626,5.414699918697023,3.4663138718004136,0.11570889103527619,33.325999335594815
9413.0,1.4466009385196257,5.014372900150076,3.4693174949215853,0.11560843263676789,33.325055216655585
9414.0,1.4437961826798342,5.00898735567215,3.4691984114036694,0.11550816901297067,33.32407146511997
9415.0,1.507484683408351,5.229763468895615,3.467142249960079,0.11540348257662288,33.324714791749045
9416.0,1.4475852784077754,5.018984079187821,3.468605754504575,0.11530295582117787,33.32380887237201
9417.0,1.4790266114705792,5.130160215612253,3.467482633394257,0.11520024563982575,33.32372098256775
9418.0,1.6668912718077833,5.779916536749955,3.461754763632815,0.11508448930150578,33.32845399054668
9419.0,1.4662772600475857,5.075892289776202,3.4671184563849367,0.11498266449178024,33.327957217485164
9420.0,1.4543771774245347,5.0424979543936335,3.46724181811308,0.11488166607668132,33.327209704160964
9421.0,1.4293025171825,4.955737458309453,3.467762529995453,0.11478240895743255,33.32582954631073
9422.0,1.5494883357705083,5.373257591449981,3.464078012750599,0.11467480560078182,33.32752730659735
9423.0,1.4709924918776465,5.09563274803457,3.4660303331370965,0.11457265334440142,33.327176178162404
9424.0,1.4296436015372787,4.955188088503572,3.467001407684871,0.11447337253873911,33.32579382427775
9425.0,1.5997660679882932,5.546391209681904,3.4618580735965643,0.11436227767290659,33.32877720422516
9426.0,1.610661321988063,5.5758809013540915,3.461139563725155,0.11425042619221297,33.33197593893021
9427.0,1.435906538518607,4.969872930278389,3.4658244027603446,0.11415071046037142,33.330687114127045
9428.0,1.3243711974952033,4.590038014591816,3.4688946899298583,0.11405874023832314,33.32663025272825
